N,a
-12438.4121145149,4.12298397157966
-6492.44744782243,3.93718439699241
-546.482781130064,4.13625536976446
-50.9857255723909,3.87082740606839
-50.9857255723909,3.71157062785074
444.51132998534,4.03008418428603
5399.4818855623,3.96372719336201
11345.4465522547,4.14952676794927
17291.411218947,4.2556979534277
18282.4053300624,4.18934096250368
23237.3758856394,4.36186913890613
29183.3405523318,4.38841193527573
35129.3052190241,4.46804032438456
41075.2698857166,4.45476892619975
47021.2345524089,4.49458312075416
52967.1992191013,4.52112591712378
58913.1638857936,4.54766871349338
64859.128552486,4.57421150986299
70805.0932191784,4.5874829080478
76751.0578858707,4.6007543062326
82697.0225525631,4.6140257044174
88642.9872192555,4.62729710260221
94588.9518859478,4.62729710260221
100534.91655264,4.64056850078701
106480.881219333,4.53439731530858
112426.845886025,4.74673968626544
118372.810552717,4.53439731530858
124318.77521941,4.64056850078701
130264.739886102,4.6140257044174
136210.704552794,4.6140257044174
142156.669219487,4.6140257044174
148102.633886179,4.6007543062326
154048.598552872,4.6007543062326
159994.563219564,4.56094011167819
165940.527886256,4.5874829080478
171886.492552949,4.5874829080478
177832.457219641,4.5874829080478
183778.421886333,4.56094011167819
189724.386553026,4.54766871349338
195670.351219718,4.54766871349338
201616.315886411,4.54766871349338
207562.280553103,4.54766871349338
213508.245219795,4.54766871349338
219454.209886488,4.54766871349338
225400.17455318,4.54766871349338
231346.139219872,4.56094011167819
237292.103886565,4.56094011167819
243238.068553257,4.56094011167819
249184.03321995,4.57421150986299
255129.997886642,4.56094011167819
261075.962553334,4.56094011167819
267021.927220027,4.56094011167819
272967.891886719,4.57421150986299
278913.856553411,4.5874829080478
284859.821220104,4.5874829080478
290805.785886796,4.5874829080478
296751.750553488,4.5874829080478
302697.715220181,4.5874829080478
308643.679886873,4.5874829080478
314589.644553566,4.5874829080478
320535.609220258,4.5874829080478
326481.57388695,4.5874829080478
332427.538553643,4.5874829080478
338373.503220335,4.5874829080478
344319.467887028,4.5874829080478
350265.43255372,4.5874829080478
356211.397220412,4.5874829080478
362157.361887105,4.6140257044174
368103.326553797,4.6140257044174
374049.291220489,4.6140257044174
379995.255887182,4.6140257044174
385941.220553874,4.6140257044174
391887.185220566,4.6140257044174
397833.149887259,4.6140257044174
403779.114553951,4.6140257044174
409725.079220644,4.6140257044174
415671.043887336,4.6140257044174
421617.008554028,4.62729710260221
427562.973220721,4.62729710260221
433508.937887413,4.62729710260221
439454.902554106,4.64056850078701
445400.867220798,4.64056850078701
451346.83188749,4.64056850078701
457292.796554183,4.64056850078701
463238.761220875,4.64056850078701
469184.725887567,4.64056850078701
475130.69055426,4.64056850078701
481076.655220952,4.66711129715662
487022.619887644,4.6140257044174
492968.584554337,4.69365409352623
498914.549221029,4.57421150986299
504860.513887722,4.66711129715662
510806.478554414,4.66711129715662
516752.443221106,4.66711129715662
522698.407887799,4.66711129715662
528644.372554491,4.66711129715662
534590.337221183,4.66711129715662
540536.301887876,4.66711129715662
546482.266554568,4.66711129715662
552428.231221261,4.65383989897182
558374.195887953,4.66711129715662
564320.160554645,4.69365409352623
570266.125221338,4.69365409352623
576212.08988803,4.69365409352623
582158.054554722,4.69365409352623
588104.019221415,4.69365409352623
594049.983888107,4.69365409352623
599995.9485548,4.69365409352623
605941.913221492,4.69365409352623
611887.877888184,4.69365409352623
617833.842554877,4.69365409352623
623779.807221569,4.70692549171103
629725.771888261,4.69365409352623
635671.736554954,4.70692549171103
641617.701221646,4.72019688989583
647563.665888338,4.72019688989583
653509.630555031,4.72019688989583
659455.595221723,4.72019688989583
665401.559888416,4.72019688989583
671347.524555108,4.72019688989583
677293.4892218,4.70692549171103
683239.453888493,4.70692549171103
689185.418555185,4.70692549171103
695131.383221877,4.70692549171103
701077.34788857,4.72019688989583
707023.312555262,4.72019688989583
712969.277221955,4.72019688989583
718915.241888647,4.73346828808064
724861.206555339,4.73346828808064
730807.171222032,4.73346828808064
736753.135888724,4.73346828808064
742699.100555417,4.74673968626544
748645.065222109,4.69365409352623
754591.029888801,4.78655388081985
760536.994555494,4.65383989897182
766482.959222186,4.76001108445025
772428.923888878,4.77328248263505
778374.888555571,4.77328248263505
784320.853222263,4.76001108445025
790266.817888955,4.76001108445025
796212.782555648,4.76001108445025
802158.74722234,4.77328248263505
808104.711889033,4.78655388081985
814050.676555725,4.78655388081985
819996.641222417,4.78655388081985
825942.60588911,4.78655388081985
831888.570555802,4.79982527900466
837834.535222494,4.81309667718946
843780.499889187,4.81309667718946
849726.464555879,4.81309667718946
855672.429222572,4.82636807537426
861618.393889264,4.85291087174387
867564.358555956,4.83963947355907
873510.323222649,4.85291087174387
879456.287889341,4.86618226992868
885402.252556033,4.86618226992868
891348.217222726,4.87945366811348
897294.181889418,4.89272506629828
903240.14655611,4.90599646448309
909186.111222803,4.91926786266789
915132.075889495,4.9458106590375
921078.040556188,4.9458106590375
927024.00522288,4.99889625177671
932969.969889572,4.93253926085269
938915.934556265,5.14488163180955
944861.899222957,4.97235345540711
950807.86388965,5.03871044633112
956753.828556342,5.05198184451593
962699.793223034,5.07852464088554
968645.757889727,5.09179603907034
974591.722556419,5.11833883543995
980537.687223111,5.13161023362476
986483.651889804,5.15815302999436
992429.616556496,5.18469582636397
998375.581223189,5.25105281728798
1004321.54588988,5.15815302999436
1010267.51055657,5.34395260458162
1016213.47522327,5.14488163180955
1022159.43988996,5.2775956136576
1028105.40455665,5.2775956136576
1034051.36922334,5.3041384100272
1039997.33389004,5.3041384100272
1045943.29855673,5.3041384100272
1051889.26322342,5.33068120639681
1057835.22789011,5.33068120639681
1063781.1925568,5.33068120639681
1069727.1572235,5.35722400276642
1075673.12189019,5.35722400276642
1081619.08655688,5.35722400276642
1087565.05122357,5.38376679913603
1093511.01589027,5.38376679913603
1099456.98055696,5.41030959550563
1105402.94522365,5.41030959550563
1111348.90989034,5.43685239187524
1117294.87455704,5.46339518824485
1123240.83922373,5.48993798461446
1129186.80389042,5.50320938279926
1135132.76855711,5.51648078098406
1141078.73322381,5.59610917009289
1147024.6978905,5.56956637372328
1152970.66255719,5.60938056827769
1158916.62722388,5.6359233646473
1164862.59189057,5.70228035557132
1170808.55655727,5.71555175375612
1173781.53889061,5.78190874468014
1176754.52122396,5.76863734649534
1182700.48589065,5.80845154104975
1188646.45055734,5.86153713378896
1194592.41522404,5.91462272652818
1200538.37989073,5.95443692108259
1206484.34455742,6.0075225138218
1212430.30922411,6.06060810656102
1213916.80039079,6.10042230111544
1218376.27389081,6.12696509748504
1224322.2385575,6.20659348659387
1230268.20322419,6.24640768114828
1233736.68261309,6.25967907933308
1236214.16789088,6.29949327388749
1242160.13255758,6.3260360702571
1248106.09722427,6.39239306118112
1254052.06189096,6.44547865392033
1257520.54127986,6.41893585755073
1259998.02655765,6.49856424665955
1265943.99122435,6.57819263576837
1271889.95589104,6.63127822850759
1272385.4529466,6.57819263576837
1277835.92055773,6.71090661761641
1283781.88522442,6.61800683032278
1287250.36461333,6.73744941398602
1289727.84989111,6.69763521943161
1295673.81455781,6.77726360854043
1301619.7792245,6.81707780309484
1307070.24683563,6.89670619220367
1307565.74389119,6.85689199764926
1313511.70855788,6.92324898857327
1319457.67322458,6.96306318312769
1325403.63789127,7.0028773776821
1331349.60255796,7.04269157223651
1337295.56722465,7.09577716497572
1343241.53189135,7.16213415589974
1349187.49655804,7.21521974863896
1351664.98183583,7.21521974863896
1355133.46122473,7.33466233230219
1361079.42589142,7.42756211959582
1365043.40233588,7.3744765268566
1367025.39055812,7.45410491596542
1369502.8758359,7.53373330507425
1372971.35522481,7.45410491596542
1378917.3198915,7.54700470325906
1380899.30811373,7.6929900832919
1384863.28455819,7.6929900832919
1390809.24922488,7.82570406513994
1393286.73450267,7.85224686150954
1396755.21389158,7.90533245424876
1402701.17855827,8.01150363972719
1402701.17855827,8.01150363972719
1408647.14322496,8.11767482520562
1411620.12555831,8.17076041794483
1414593.10789165,8.21057461249924
1420539.07255835,8.30347439979288
1420539.07255835,8.33001719616248
1426485.03722504,8.43618838164091
1432431.00189173,8.51581677074974
1433917.4930584,8.48927397438013
1438376.96655842,8.59544515985856
1444322.93122512,8.64853075259777
1449773.39883625,8.64853075259777
1450268.89589181,8.70161634533699
1456214.8605585,8.7547019380762
1462160.82522519,8.88741591992424
1464142.81344742,8.80778753081542
1468106.78989189,8.86087312355463
1470088.77811412,8.96704430903306
1474052.75455858,8.83433032718503
1479998.71922527,8.92723011447865
1485944.68389196,8.99358710540267
1487926.67211419,9.12630108725071
1491890.64855866,9.19265807817473
1495854.62500312,9.28555786546836
1497836.61322535,9.4182718473164
1498332.11028091,9.44481464368601
1500809.59555869,9.60407142190365
1503782.57789204,9.85622798741493
1503782.57789204,9.7633282001213
1505269.06905871,9.92258497833895
1505764.56611427,10.0818417565566
1507746.5543365,10.2410985347742
1509728.54255873,10.5330692948399
1509728.54255873,10.4003553129919
1510719.53666985,10.5596120912095
1512206.02783652,10.7188688694272
1514188.01605875,10.8781256476448
1514683.51311431,11.0373824258625
1515674.50722542,11.2231820004497
1516665.50133654,11.1966392040801
1519638.48366989,11.6744095387331
1520133.98072544,11.5151527605154
1520133.98072544,11.3558959822978
1521124.97483656,11.8336663169507
1521620.47189212,12.0327372897228
1522611.46600323,12.152179873386
1522611.46600323,11.9929230951683
1523602.46011435,12.3114366516036
1524097.95716991,12.4706934298213
1525088.95128102,12.6299502080389
1526079.94539214,12.7892069862566
1527070.93950325,12.9484637644742
1527566.43655881,12.9351923662894
1528061.93361437,13.1077205426919
1528557.43066993,13.2669773209095
1529548.42478104,13.4262340991272
1530043.9218366,13.5854908773448
1530539.41889216,13.7447476555625
1532025.91005883,14.0632612119977
1532025.91005883,13.9040044337801
1532521.40711439,14.2225179902154
1533512.4012255,14.92590209401
1533512.4012255,14.5410315466507
1534007.89828106,14.381774768433
