N,a
28283.9452237481,3.93590827799628
35475.6853874237,3.92168387564504
42667.4255510992,3.93590827799628
49859.1657147747,3.95013268034752
57050.9058784504,3.97858148505001
64242.646042126,3.99280588740125
71434.3862058015,4.00703028975249
78626.1263694771,4.00703028975249
85817.8665331526,4.02125469210374
93009.6066968283,4.02125469210374
100201.346860504,4.02125469210374
107393.087024179,4.03547909445498
114584.827187855,4.03547909445498
121776.567351531,4.03547909445498
128968.307515206,4.03547909445498
136160.047678882,4.03547909445498
143351.787842557,4.02125469210374
150543.528006233,3.97858148505001
157735.268169908,4.00703028975249
164927.008333584,4.02125469210374
172118.74849726,4.02125469210374
179310.488660935,4.03547909445498
186502.228824611,4.04970349680622
193693.968988286,4.04970349680622
200885.709151962,4.04970349680622
208077.449315637,4.04970349680622
215269.189479313,4.04970349680622
222460.929642989,4.04970349680622
229652.669806664,4.06392789915747
236844.40997034,4.06392789915747
244036.150134015,4.06392789915747
251227.890297691,4.06392789915747
258419.630461366,4.06392789915747
265611.370625042,4.06392789915747
272803.110788718,4.06392789915747
279994.850952393,4.04970349680622
287186.591116069,4.06392789915747
294378.331279744,4.07815230150871
301570.07144342,4.07815230150871
308761.811607096,4.07815230150871
315953.551770771,4.07815230150871
323145.291934447,4.07815230150871
330337.032098122,4.07815230150871
337528.772261798,4.06392789915747
344720.512425473,4.04970349680622
351912.252589149,4.04970349680622
359103.992752825,4.04970349680622
366295.7329165,4.04970349680622
373487.473080176,4.04970349680622
380679.213243851,4.06392789915747
387870.953407527,4.06392789915747
395062.693571202,4.06392789915747
402254.433734878,4.06392789915747
409446.173898554,4.06392789915747
416637.914062229,4.06392789915747
423829.654225905,4.09237670385996
431021.39438958,4.06392789915747
438213.134553256,4.06392789915747
445404.874716931,4.09237670385996
452596.614880607,4.07815230150871
459788.355044283,4.07815230150871
466980.095207958,4.07815230150871
474171.835371634,4.07815230150871
481363.575535309,4.10660110621119
488555.315698985,4.10660110621119
495747.055862661,4.10660110621119
502938.796026336,4.10660110621119
510130.536190012,4.10660110621119
517322.276353687,4.10660110621119
524514.016517363,4.10660110621119
531705.756681038,4.10660110621119
538897.496844714,4.09237670385996
546089.23700839,4.09237670385996
553280.977172065,4.09237670385996
560472.717335741,4.09237670385996
567664.457499416,4.10660110621119
574856.197663092,4.12082550856244
582047.937826768,4.12082550856244
589239.677990443,4.12082550856244
596431.418154119,4.13504991091368
603623.158317794,3.97858148505001
610814.89848147,3.96435708269877
618006.638645145,4.10660110621119
625198.378808821,4.10660110621119
632390.118972497,4.14927431326493
639581.859136172,4.17772311796741
646773.599299848,4.16349871561617
653965.339463523,4.19194752031866
661157.079627199,4.19194752031866
668348.819790874,4.2061719226699
675540.55995455,4.23462072737238
682732.300118226,4.12082550856244
689924.040281901,4.04970349680622
697115.780445577,4.22039632502114
704307.520609252,4.2061719226699
711499.260772928,4.24884512972363
725882.741100279,4.33419154383108
733074.481263955,4.2061719226699
740266.22142763,4.14927431326493
747457.961591306,4.31996714147984
754649.701754981,4.33419154383108
761841.441918657,4.31996714147984
776224.922246008,4.37686475088481
783416.662409684,4.29151833677736
790608.402573359,4.23462072737238
797800.142737035,4.39108915323605
804991.88290071,4.39108915323605
812183.623064386,4.39108915323605
826567.103391737,4.44798676264103
833758.843555413,4.31996714147984
840950.583719088,4.24884512972363
848142.323882764,4.41953795793854
855334.064046439,4.41953795793854
862525.804210115,4.43376236028978
876909.284537466,4.71825040731464
884101.024701142,4.64712839555843
891292.764864817,4.53333317674849
898484.505028493,4.71825040731464
905676.245192169,4.7040260049634
912867.985355844,4.7040260049634
927251.465683195,4.68980160261216
934443.205846871,4.68980160261216
941634.946010546,4.59023078615346
948826.686174222,4.77514801671961
956018.426337898,4.74669921201713
963210.166501573,4.76092361436837
977593.646828924,4.93161644258329
984785.3869926,4.96006524728578
991977.127156275,4.97428964963702
999168.867319951,5.01696285669075
1006360.60748363,5.05963606374448
1013552.3476473,5.11653367314945
1020744.08781098,5.15920688020317
1027935.82797465,5.11653367314945
1035127.56813833,5.07386046609572
1042319.308302,5.23032889195939
1049511.04846568,5.24455329431063
1056702.78862936,5.17343128255442
1063894.52879303,5.3014509037156
1071086.26895671,5.35834851312057
1085469.74928406,5.44369492722804
1092661.48944773,5.34412411076934
1099853.22961141,5.34412411076934
1107044.96977508,5.48636813428176
1114236.70993876,5.48636813428176
1121428.45010244,5.42947052487679
1135811.93042979,5.71395857190165
1143003.67059346,5.61438775544295
1150195.41075714,5.58593895074046
1157387.15092081,5.71395857190165
1164578.89108449,5.74240737660413
1171770.63124816,5.67128536484792
1186154.11157552,5.84197819306284
1193345.85173919,5.87042699776532
1200537.59190287,5.89887580246781
1207729.33206654,5.92732460717029
1214921.07223022,5.96999781422402
1222112.81239389,5.98422221657527
1229304.55255757,5.95577341187278
1236496.29272124,6.14069064243894
1243688.03288492,5.99844661892651
1250879.7730486,5.96999781422402
1258071.51321227,6.12646624008769
1265263.25337595,6.11224183773646
1272454.99353962,6.14069064243894
1286838.47386697,6.46785189651753
1294030.21403065,6.29715906830261
1301221.95419433,6.29715906830261
1308413.694358,6.43940309181504
1315605.43452168,6.43940309181504
1322797.17468535,6.43940309181504
1329988.91484903,6.70966673648866
1337180.6550127,6.75233994354239
1344372.39517638,6.97993038116228
1351564.13534005,6.88035956470357
1358755.87550373,6.80923755294736
1365947.61566741,6.97993038116228
1373139.35583108,6.99415478351352
1380331.09599476,7.022603588216
1383327.65439629,7.23596962348465
1387522.83615843,7.1221744046747
1394714.57632211,7.00837918586476
1401906.31648578,7.20752081878216
1409098.05664946,7.20752081878216
1416289.79681313,7.20752081878216
1423481.53697681,7.49200886580702
1430673.27714049,7.52045767050951
1445056.75746784,7.83339452223685
1452248.49763151,7.66270169402193
1458840.92611488,7.7480481081294
1459440.23779519,7.7480481081294
1466032.66627856,7.91874093634431
1466631.97795886,7.83339452223685
1469029.22468009,8.08943376455922
1473823.71812254,7.83339452223685
1481015.45828621,8.17478017866668
1481614.76996652,8.26012659277414
1488207.19844989,8.21745338572041
1495398.93861357,8.33124860453036
1502590.67877724,8.41659501863781
1503789.30213785,8.43081942098905
1509782.41894092,8.50194143274527
1516974.15910459,8.61573665155521
1516974.15910459,8.60151224920397
1524165.89926827,8.70108306566267
1531357.63943194,8.78642947977013
1538549.37959562,8.8433270891751
1545741.11975929,9.17048834325369
1549336.98984113,8.77220507741889
1552932.85992297,8.99979551503877
1557128.04168511,8.9428979056338
